artist_name,musicality,key,acoustics,randomness,duration_ms,influence_num
Jay & the Americans,22.13362069,0,0.296875243,0.169898276,161302.931,1
Maxwell,23.59231093,7,0.201411381,0.141856897,302114.4828,7
Molly Hatchet,26.18799425,7,0.140760579,0.140656897,256874.069,7
Steve Earle,27.12703801,7,0.114838474,0.087042983,217626.193,20
John Anderson,25.31707281,9,0.184920223,0.096855263,190553.0526,12
Gil Evans,16.6561658,9,0.603130286,0.107609649,339610.0702,36
Dave Stewart,26.47224561,0,0.072547986,0.134986842,272294.4912,5
Annie Lennox,26.86860468,0,0.123551759,0.11832193,275002.4737,18
Brandy,26.81412865,7,0.123087769,0.154064035,266944.3684,22
White Zombie,27.06081462,1,0.164391402,0.177257895,278285.6842,12
Avicii,29.90085087,2,0.104922613,0.114776316,235584.9649,2
Sonny Clark,20.06674642,5,0.627721781,0.114698214,408360.5714,1
Natalie Cole,23.98514345,8,0.311906559,0.111480357,236702.1607,14
Billy Squier,24.74891667,9,0.083726308,0.136107143,243010.25,16
Coheed and Cambria,29.956875,11,0.019594426,0.164948214,317816.6786,1
Bauhaus,26.42671013,0,0.104263515,0.154005358,258383.3214,20
Emmanuel,27.10463095,2,0.181722448,0.121755358,259770.1071,2
John Coltrane Quartet,19.47733928,5,0.417471543,0.099582143,379002.4286,1
Dion & the Belmonts,23.96894048,2,0.380520664,0.102883929,149111.0357,3
Jerry Rivera,27.33788095,0,0.274311151,0.072492857,271565.8929,1
Night Ranger,25.71705952,6,0.047490354,0.094469643,260311.8929,3
The Marvelettes,24.75394644,0,0.293417225,0.145617858,155465.6429,13
The Pretty Things,22.8928869,2,0.188254464,0.1572375,187668.9643,19
The Used,30.39154166,7,0.02381944,0.205053572,204937.1429,4
H脙录sker D脙录,26.50450356,7,0.107606529,0.171916072,184212.4286,49
Pavement,25.42246844,9,0.141868551,0.088166072,208153.2143,31
Chris Isaak,26.33524404,9,0.180366833,0.096214286,206462.3929,6
The Human League,24.53573571,0,0.106669972,0.105471429,265654.25,28
My Bloody Valentine,24.98030893,6,0.417952729,0.160371429,235943.8929,51
Danzig,27.81971965,4,0.058540374,0.125701786,265072.3571,15
The Dubliners,24.33419999,7,0.42853269,0.366083637,174838.9818,10
New Kids on the Block,25.11952727,0,0.069074321,0.095239091,254497.7636,21
Gilberto Santa Rosa,28.86109393,8,0.26271871,0.111295455,296571.2182,1
Talk Talk,23.57869425,9,0.267721051,0.104281818,357570.8545,23
Sarah McLachlan,25.37748031,9,0.278075725,0.082437273,249631.4909,18
3 Doors Down,29.10553939,7,0.022304063,0.097920909,232900.1091,3
112,26.47771818,0,0.079268745,0.120418182,274580.8545,7
Audioslave,26.2026605,9,0.02827067,0.113387037,272839.037,2
The Andrews Sisters,25.71687407,3,0.395889711,0.142025926,172411.7963,6
Bette Midler,24.45919444,10,0.3599944,0.18507963,206343.7037,16
Bachman-Turner Overdrive,25.80549382,2,0.064050367,0.125296297,265229.6667,10
Pat Boone,23.49639135,10,0.366099925,0.111042593,150710.1852,14
Barenaked Ladies,28.63582716,7,0.083226575,0.159774074,225187.4444,15
Taking Back Sunday,28.0097284,7,0.008009105,0.144498148,215736.2222,5
Lenny Kravitz,28.30462963,2,0.076175662,0.1233,262977.2593,11
Johnny Rivers,23.06050618,0,0.238432996,0.217477778,204789.7778,4
Operation Ivy,26.55587653,2,0.087542689,0.167907408,112873.1111,21
Burl Ives,20.45488086,0,0.40067813,0.107931482,140700.6296,21
Mitch Miller,15.71660617,8,0.72246776,0.113728704,193363.4444,2
Alejandro Sanz,27.80478316,2,0.2221685,0.116507407,262785.2037,1
Grand Funk Railroad,25.54733334,7,0.104524563,0.138940741,330393.1852,28
Yanni,24.03937654,0,0.778482556,0.189338889,305238.4815,4
Sepultura,25.20082654,11,0.050682261,0.147940741,259139.2593,21
Squeeze,26.48875925,9,0.077565501,0.099316667,222318.5926,27
Freddie Hubbard,21.76569321,9,0.572179732,0.106462963,401908.1481,14
Skrillex,32.16315463,5,0.034238617,0.204207407,249955.2963,1
Trace Adkins,27.5857044,7,0.08110985,0.120627359,229296.3396,4
Cornelio Reyna,24.84448742,8,0.328557867,0.083076415,173752.6981,1
Gregory Isaacs,22.90708177,7,0.140150447,0.140245283,256551.8302,20
Vince Guaraldi,19.2531805,9,0.668362717,0.100004717,234910.9057,6
Judy Collins,20.0971585,10,0.425200629,0.126613208,214664.3208,16
Massive Attack,27.28383585,9,0.278397849,0.103440566,320403.1321,32
Olivia Newton-John,25.51139623,2,0.157920096,0.104384906,221173.5472,9
Stephen Sondheim,20.35280565,1,0.42797213,0.18399151,248728.0377,4
Gene Kelly,17.57931824,0,0.471085511,0.122243397,223359.434,4
Tower of Power,25.0269359,0,0.191329713,0.107867308,254430.6923,7
Patti LaBelle,24.11024616,0,0.222128433,0.124266347,300714.9808,26
Amy Grant,25.16544103,6,0.205242485,0.084759615,249673.5385,16
Sonny & Cher,23.94980129,6,0.160001249,0.083321154,181721.0385,5
Badfinger,22.48255129,0,0.120619812,0.096113462,205255.9231,27
The Four Freshmen,16.39629295,7,0.426723691,0.098665385,163352.9231,12
Kesha,30.74914743,1,0.03210002,0.127457693,205827.6731,1
The Ink Spots,17.09964615,5,0.519766657,0.106261539,185540.6346,21
The Jam,29.6705064,9,0.051172264,0.105857693,178489.3462,43
Eartha Kitt,19.62882692,9,0.435954039,0.126476923,175890.3077,9
Jason Mraz,28.43976539,7,0.179155437,0.135123077,242887.5962,5
Death,23.53360384,7,0.144989519,0.142998077,298886.1538,14
Michael Franks,23.14902051,2,0.271176331,0.077025,257521.5769,9
The Shins,27.59041025,2,0.160325607,0.081669231,215392.3462,4
Moby,23.17202019,7,0.282225768,0.106606731,243918.1538,6
Anne Murray,23.90512116,9,0.20272103,0.0774,195976.8846,12
The Modern Lovers,26.18414743,9,0.174661068,0.105107693,225674.3077,25
Al Bowlly,15.97482148,7,0.533374837,0.100098077,190002.4423,2
Heatwave,21.72523076,2,0.17436419,0.103082692,284862.1154,1
The Go-Go's,29.22718589,2,0.065805396,0.0838,192385.6923,6
Dropkick Murphys,28.54907564,3,0.045553719,0.150182693,200682.4615,4
Montgomery Gentry,27.6133718,7,0.040367092,0.119990385,236481.4615,1
Iggy Pop,27.07571153,0,0.133306874,0.135669231,267430.1154,50
Enrique Guzm脙隆n,21.70296794,4,0.338085452,0.16095,158940.9615,1
Death,23.53360384,7,0.144989519,0.142998077,298886.1538,14
Bidu Say脙拢o,13.73437949,0,0.499725725,0.0958375,197864.4038,2
Iron and Wine,25.38730392,2,0.563533953,0.086250981,263415.8627,2
Joe,25.53877778,6,0.100786516,0.134069608,267257,2
Jagged Edge,25.8567451,1,0.145447766,0.153071569,260995.8824,3
Freddie King,24.55175163,2,0.224394045,0.098320588,214080,18
Vic Damone,18.57798955,10,0.425478863,0.139261765,174112.3529,5
Ricky Skaggs,25.65394445,7,0.099811824,0.125328432,197004.902,18
Michael Hurley,18.86289542,2,0.499977648,0.094185295,229458.3137,6
Milt Jackson,19.55156993,0,0.507570741,0.090931373,352197.5882,7
Alvin & the Chipmunks,22.53664053,0,0.378476937,0.19169804,123297.7255,3
The Clancy Brothers,19.98936935,0,0.446580635,0.271206863,153408.7451,15
Wanda Jackson,23.46551961,7,0.334512742,0.10355,145428.5294,19
The Oak Ridge Boys,22.88120588,2,0.123226176,0.095510785,182567.2745,11
Skid Row,27.53682667,7,0.018441153,0.133442,234924.84,3
Ike & Tina Turner,23.75512667,2,0.281789249,0.125034,198023,19
Christopher Cross,25.34229333,9,0.188326113,0.094206,257692.96,1
The Dramatics,25.18904667,6,0.211829558,0.161428,260850.92,2
Doc Watson,22.58875067,3,0.471459678,0.111482,188606.34,23
Lyle Lovett,23.676732,2,0.24635226,0.102994,232145.56,7
Free,24.087358,9,0.154683226,0.104696,259515.88,32
Champion Jack Dupree,16.83461667,7,0.550810495,0.09531,188620.36,6
John Cale,21.40385933,9,0.312476394,0.102474,238527.8,14
Weather Report,23.14744,9,0.30948282,0.164792,336125.28,17
The New Christy Minstrels,20.00618667,0,0.359610531,0.123589,155416.5,8
Rick Springfield,26.35896,2,0.08895385,0.114368,210432.32,9
Ohio Players,22.74161333,0,0.155165501,0.105492,309172.24,27
Minor Threat,30.49724667,4,0.09986532,0.184118,109275.24,47
The Shadows,26.26579333,9,0.40876392,0.111088,152000.56,22
Artie Shaw,21.10402267,10,0.69689453,0.149919,200286.78,6
Built to Spill,26.96599333,9,0.201647808,0.116184,306880.16,7
Sufjan Stevens,26.87783533,4,0.590197836,0.104992,248387,3
Yusef Lateef,20.29604,0,0.591884434,0.109362,337306.08,5
Gary Allan,27.98470667,6,0.129177475,0.092122,218477.96,3
Blur,29.07047333,9,0.090937667,0.090596,244025.16,20
Boards of Canada,23.966076,6,0.59576904,0.120252,265607.48,12
Killswitch Engage,31.04416,0,0.025595338,0.1719,230326.88,4
Irma Thomas,23.32901333,9,0.305717466,0.182066,158160,15
The Dave Clark Five,24.31338,7,0.10718375,0.13058,138491.44,15
Tal Farlow,18.08777933,8,0.89376,0.087828,257699.12,14
Eddy Arnold,20.55667333,9,0.433401309,0.088874,154832.04,18
Neutral Milk Hotel,25.543764,7,0.255807537,0.157624,200203.24,12
Ashanti,25.32224667,1,0.0970796,0.149193,247109.46,3
Jake Owen,29.38793333,7,0.105751567,0.122519,199584.06,2
Mary Martin,14.97107585,0,0.448645609,0.147408164,202754.7551,2
Mark Chesnutt,27.22274149,2,0.108617196,0.106586735,195435.102,2
P脙漏rez Prado,23.29069048,5,0.55384849,0.127661225,160457.7551,16
Sin脙漏ad O'Connor,23.50102687,4,0.209695525,0.090064286,284423.0816,13
Derek & the Dominos,24.68383674,2,0.31727742,0.174462245,374499.8367,10
Calvin Harris,30.99297278,11,0.0650854,0.124479592,227976.449,3
The Delfonics,24.30004862,5,0.365012389,0.130989584,188906.125,11
TLC,28.20859027,10,0.105450834,0.121870833,257195.5,37
Collective Soul,25.99788194,11,0.091815961,0.091575,235757.3333,12
Cinderella,27.10844444,9,0.092691356,0.127016667,250586.625,3
Enigma,23.32171458,4,0.305931625,0.1476625,301224.375,3
Roger Miller,26.41796181,11,0.372671182,0.131302084,129063.125,16
Faith Evans,24.76550972,11,0.090419458,0.130660417,276317.8125,14
Twisted Sister,26.42213194,2,0.005810218,0.15986875,240550.75,14
Charlie Rich,21.89452084,2,0.380557675,0.077354167,173424.1667,15
Arcade Fire,28.33491945,0,0.159548911,0.113458333,287094.25,1
Charlie Byrd,20.1017993,5,0.631087459,0.103054167,235834.9167,1
Type O Negative,25.07310348,11,0.243045,0.126795834,407879.2083,6
Scott Walker,20.38483541,9,0.333184803,0.131302083,184830.5417,30
Horace Silver,21.42787361,5,0.539046979,0.092580209,367516.4583,32
The Jesus and Mary Chain,25.71698612,10,0.246464911,0.1080375,196019.1667,35
Brian McKnight,25.76369931,11,0.189947018,0.103195834,267840.4583,19
Patti Page,18.63426736,0,0.436033376,0.108622917,175224.9583,6
Jimmy Smith,21.66944999,5,0.677450209,0.1578875,437814.1667,20
The Dillards,24.94723611,9,0.338965742,0.262060417,154421.5833,16
Hot Lips Page,21.39239583,5,0.517733159,0.161697917,179576.125,3
Lightnin' Hopkins,22.66879166,4,0.386471034,0.098947917,213537.4167,35
Loverboy,27.46404167,4,0.074357951,0.126210417,263729.375,6
Mary Chapin Carpenter,27.10970694,9,0.274497655,0.079538542,228278.9792,9
Raymond Scott,21.64008681,1,0.859966667,0.161288542,155023.3958,14
Dave Mason,23.37968749,2,0.147015393,0.14263125,255073.625,12
The Paul Butterfield Blues Band,23.96978724,2,0.277687807,0.150456383,265472.4043,1
Bob Brookmeyer,19.57652517,5,0.57015166,0.091842553,303440.5532,1
Bobby Brown,24.3563227,1,0.037681748,0.090281915,301630.6809,30
Clark Terry,20.13609362,5,0.481119038,0.199296809,332473.1489,8
Jamiroquai,26.34156738,11,0.183178357,0.133301064,307889.6383,9
SWV,25.8960071,9,0.105293126,0.109738298,260787.2553,10
Danny Elfman,22.57504326,5,0.638846169,0.098138298,159104.9574,1
All Time Low,32.54209574,2,0.007663956,0.140401064,206858.8511,2
Lord Invader,18.67289361,5,0.41828341,0.150382979,180009.9362,4
Bobby Brown,24.3563227,1,0.037681748,0.090281915,301630.6809,30
Ten Years After,24.95528986,9,0.182647048,0.137378261,291603.4783,9
Simple Minds,26.17472464,0,0.099130956,0.130480435,306568.1304,5
Interpol,27.64763188,7,0.266657011,0.113856522,260074.6957,2
Charley Pride,24.52160869,4,0.328224218,0.12257174,155994.1739,12
Dru Hill,25.11476812,6,0.141838542,0.105984783,285118.0435,5
Meat Puppets,25.02012319,9,0.273969385,0.137323913,168573.3478,18
Nazareth,26.03067392,7,0.102834991,0.137086957,261723.6522,8
Michael W. Smith,26.95241232,7,0.24308131,0.228769565,284277.3913,15
Good Charlotte,29.10973913,1,0.010215756,0.117567392,204641.1304,7
Pete Townshend,24.2825616,7,0.215288482,0.097205435,267166.3261,9
The Mighty Mighty Bosstones,24.78426811,9,0.047523492,0.102852174,191660.7391,11
Hank Mobley,21.18982392,5,0.416773248,0.118005435,427782.087,4
The Flaming Lips,29.0889889,9,0.134139126,0.16541,257948.8444,30
Eddie Fisher,16.32614333,2,0.439334052,0.158046667,157674,4
Cliff Richard,26.39974815,0,0.182665476,0.086591111,203825.8667,14
Wayne Shorter,22.9953637,5,0.440418101,0.105391112,364890.2667,9
a-ha,28.60403705,9,0.077955371,0.096718889,240229.8889,4
TobyMac,27.5634074,0,0.040977911,0.139717778,230128.3333,2
Lena Horne,17.76596926,5,0.371533847,0.167503334,183717.6889,22
Slowdive,26.02365228,4,0.421844139,0.083134091,257260.5,6
The Judds,26.23645758,11,0.203277143,0.068865909,222320.0455,17
Vince Gill,25.97609848,2,0.23610383,0.141602273,230509.0455,29
Live,26.61818333,8,0.052579555,0.117631818,260928.5,16
KC & the Sunshine Band,24.29598486,10,0.134709656,0.111143182,217643.8636,9
New Found Glory,31.32178788,4,0.003068189,0.126309091,201992.6818,6
Matt Monro,20.17873409,0,0.405456058,0.116072727,178636.3182,1
New Riders of the Purple Sage,22.3023106,9,0.069132499,0.149,225041.2273,7
Al Kooper,22.81321817,0,0.279988566,0.147532955,345550.5682,1
Seal,25.88068031,9,0.164625599,0.093813637,305980,7
Theodore Bikel,16.87160607,7,0.407524367,0.124734091,160048.6364,1
Atlanta Rhythm Section,22.84678787,9,0.188064955,0.075686364,269151.5455,1
George Martin,24.04310455,2,0.469036056,0.117897728,202488.4545,3
Billy May,17.8465716,5,0.556773835,0.120388636,165410.6136,1
Eddie Rabbitt,23.37774999,7,0.117581074,0.076094318,212212.9318,12
Floyd Cramer,20.67972728,0,0.590410228,0.107888637,144468.5455,2
Robert Plant,27.34290531,7,0.112488364,0.140815909,304623.3182,20
Rodriguez,26.51731818,4,0.199442773,0.108677273,198911.4545,6
Alice Coltrane,18.48298605,9,0.490837098,0.100631395,414027.0698,3
Peabo Bryson,23.64357752,4,0.271247854,0.118245349,279844.7674,9
The Lettermen,19.22200776,2,0.420627085,0.091253489,143401.1395,4
Lee Konitz,17.5119217,10,0.57361079,0.14926628,280781.2791,6
Michael McDonald,22.50374418,0,0.133111953,0.094155814,253661.4651,5
Miriam Makeba,20.27075348,4,0.433637107,0.148540698,154940.2093,10
Ginuwine,25.48923644,1,0.113310485,0.151551163,290327.7907,7
Train,26.82703102,0,0.04981952,0.111275582,238568.0233,1
Tracy Lawrence,26.63417829,6,0.162615683,0.106331395,200589.814,6
Nick Cave & the Bad Seeds,27.72746821,0,0.191340523,0.121017442,317668.5581,1
The Manhattans,23.97126983,10,0.1951611,0.109711905,253207.5714,4
Bobbie Gentry,21.81253572,7,0.344881031,0.076114286,181455.6667,11
The Clovers,21.08725794,5,0.373431922,0.103626191,158722.5238,15
Joe Bataan,24.52214286,6,0.300265316,0.100859524,240019.3333,3
Gabor Szabo,20.78920159,7,0.623578055,0.094764286,254650.5476,3
Warrant,27.80708731,8,0.047370793,0.153097619,227841.8095,4
Ciara,28.60563096,6,0.046078196,0.133042858,233475.0238,1
Los 脙聛ngeles Negros,23.70939682,4,0.180053653,0.142290476,188930.7619,1
Poco,22.20988889,11,0.116097991,0.077283334,269498.3333,14
Rickie Lee Jones,20.00884286,4,0.21713758,0.108585715,257012.0952,16
Ricardo Montaner,27.19114445,4,0.297739515,0.087670238,261820,2
The Partridge Family,24.13123017,3,0.205605995,0.084680952,174864.1429,13
Wipers,25.05668254,9,0.337434314,0.10172619,221786.7143,12
Moondog,19.42651508,8,0.506650599,0.162811905,157688.2381,16
10cc,25.1608254,9,0.134277912,0.104719048,293338.5238,15
Mudvayne,30.28055555,8,0.027334579,0.143683334,251529.5238,1
Stonewall Jackson,23.01078572,4,0.306001025,0.092669048,154248.1429,1
Luciano Pavarotti,20.46701587,2,0.489858078,0.161575,261690.5714,8
Burning Spear,24.86527778,7,0.173309048,0.121654762,223041.8571,15
Alison Krauss,25.32268254,2,0.378965934,0.102277381,230227,5
Shuggie Otis,25.4911746,5,0.378450652,0.112054762,304672.9048,9
Tori Amos,23.39342064,11,0.339558807,0.088409524,268364.381,23
Frankie Valli,24.99292858,11,0.207882888,0.123321429,209085.0952,5
Joe Satriani,27.58067064,4,0.395880888,0.088678572,270788,8
Relient K,29.62158731,1,0.031311855,0.128042857,206939,1
Fleet Foxes,25.46609206,7,0.317896547,0.091733334,231944.7143,1
Alt-J,29.32957777,2,0.380610643,0.093997619,212384.7619,2
Black Uhuru,23.17934147,7,0.148617852,0.088828049,314177.2439,7
Graham Nash,23.61367073,0,0.255514157,0.083853659,195186.6098,8
Foghat,24.49471546,2,0.113952523,0.173826829,323209.122,3
Jos脙漏 Feliciano,22.43604878,7,0.391052547,0.174142683,225300.8293,10
Jim & Jesse,21.1422561,7,0.21997971,0.190270732,140460.439,11
Roy Ayers,22.5669878,1,0.271021461,0.100647561,303422.5122,10
"Harry ""Sweets"" Edison",18.43213171,8,0.434089098,0.089020732,349968.122,1
Hannah Montana,29.29643089,4,0.013151988,0.16582561,188886.8293,1
Johnny Winter,27.07415041,9,0.233691383,0.204157317,269137.8537,17
Buju Banton,25.52080082,10,0.073620807,0.200515854,239877.6829,6
Spice Girls,27.99208333,11,0.097738902,0.106995,242196.8,22
Static-X,29.79310083,0,0.044535896,0.166475,196933.35,1
Keith Jarrett,20.55766058,0,0.77398375,0.14792125,476347.3,13
The J.B.'s,23.69348333,2,0.247436269,0.1037975,303106.65,17
Circle Jerks,22.42093333,2,0.01394625,0.1285625,137899.3,22
Culture Club,25.37134167,7,0.167872607,0.11377,237292.55,11
Jack Kerouac,16.3093225,5,0.478351483,0.2746975,251920.05,10
Jodeci,25.9454,5,0.083769395,0.22151,304335.35,27
Europe,26.13025,6,0.045909405,0.1511675,255742,5
Elmore James,23.919725,2,0.2393131,0.119225,172699.5,51
Dinosaur Jr.,29.41436667,0,0.06356296,0.1656375,256277.35,35
David Lee Roth,26.34436583,9,0.078157438,0.11571,216396.1,16
Jean Ritchie,16.39712867,9,0.4834745,0.12603125,107438.825,14
Pennywise,28.755275,0,0.016848036,0.2124125,167643.4,17
Lonestar,28.30889167,5,0.125155033,0.100085,225787.9,3
Maynard Ferguson,23.04606667,5,0.4884805,0.147825,326195.4,3
Maze,22.2187,6,0.209095186,0.16158875,375430,1
Mickey Gilley,21.19953333,0,0.304089941,0.1178275,184995,7
Stray Cats,25.401175,9,0.06547729,0.103495,190968.35,1
The West Coast Pop Art Experimental Band,23.68361,2,0.277836332,0.1057325,190245.3,1
Guy Clark,22.50014083,0,0.338757138,0.090335,221654.65,19
A Flock of Seagulls,30.11093333,2,0.23716596,0.1229875,248003.4,9
The Stranglers,26.38711667,9,0.136311583,0.0887,233171.35,13
Tim Buckley,22.53880083,7,0.305814912,0.0975375,292081.9,25
Alejandra Guzm脙隆n,29.040775,7,0.113840408,0.1439275,233670.6,1
Buck Clayton,17.73250667,5,0.559203075,0.1317225,217974.7,3
Guy,22.406925,11,0.046282489,0.1191825,278051.7,19
Hole,30.21013333,9,0.068544183,0.13344,193780.4,12
Yellowman,20.91275,2,0.055959598,0.15481125,259164.6,13
Yo La Tengo,25.22503333,7,0.599012,0.0941575,270765.3,15
Simply Red,24.26648333,9,0.18331211,0.076185,266148.6,5
Carlos Vives,25.9375,5,0.100080555,0.1154675,227277.9,7
Mississippi Sheiks,17.57505833,5,0.474304276,0.12395,193855.25,3
Allen Toussaint,23.57633333,9,0.255558016,0.0782425,210765.4,22
Woody Herman,18.36751667,10,0.437308775,0.1692925,207074.7,8
Willie Dixon,18.2031,7,0.44660725,0.1239525,238614.85,37
Junior Wells,21.0200375,5,0.417116723,0.1059375,156500.85,9
Gram Parsons,24.00050833,5,0.196147442,0.10833375,226035.75,51
Betty Wright,24.02417094,2,0.19996549,0.226378205,299744.5641,15
Pat Metheny,23.06053889,7,0.804073077,0.083523077,315141.8718,5
Johnny Pacheco,22.27820513,5,0.340197652,0.145262821,257536.6154,2
Johnny Gill,25.71199573,10,0.128045155,0.089867949,298443.4359,2
John Lewis,15.43580385,0,0.83982328,0.088024359,230533.0513,14
Thelonious Monk Quartet,19.15277606,5,0.543540962,0.304412821,452974,1
Anthony Hamilton,25.86576069,11,0.13830612,0.182794872,248276.4872,1
Dave Matthews,23.74018632,9,0.295935923,0.230961539,310333.3077,7
Tony! Toni! Ton脙漏!,21.24569231,6,0.06572195,0.109065385,316453.2564,6
Jimmy Eat World,30.22614102,2,0.041694784,0.145317949,250261.5641,30
Alkaline Trio,30.02994737,9,0.008292068,0.141105264,201150.2632,8
Bob James,22.5144079,5,0.494065921,0.075156579,368391.5526,9
Boney M.,27.61255264,9,0.157921277,0.13885,262760,6
Billy Ocean,25.69535352,5,0.150394818,0.112836842,308202.7895,1
Vashti Bunyan,20.91118684,0,0.583237737,0.085205263,133593.6842,8
J.J. Johnson,17.97602455,2,0.745869474,0.110644737,273307.6842,4
Eydie Gorme,21.63309649,0,0.389041044,0.132710527,158345.2632,2
MC5,24.94978947,2,0.123601061,0.232481579,225523.3158,64
John Martyn,20.77403157,5,0.422874086,0.079663158,247612.6316,17
Zoot Sims,18.58697369,7,0.456636574,0.10489079,364958.1579,6
Jeff Buckley,26.25949474,9,0.243251,0.155339474,307734.7368,24
Roxette,26.60135088,5,0.054612242,0.094252632,254999.2632,4
Santo & Johnny,24.96987982,0,0.677162632,0.102234211,160736.4737,1
Karen Dalton,23.74832982,2,0.395189775,0.084718421,201536.7368,10
Portishead,24.56158947,6,0.264792948,0.129494737,275188.1053,27
Melissa Etheridge,22.26921053,2,0.097581949,0.070805263,269772.6316,11
Sex Pistols,29.46917545,9,0.033004432,0.170839474,197452.5263,153
Brian Hyland,22.79849123,5,0.319832487,0.0887,141891.2632,1
George Duke,23.31409649,7,0.192142976,0.096763158,281565.1053,16
The Tragically Hip,25.71610965,9,0.114734442,0.095510527,252828,5
The Breeders,24.61075263,4,0.296299211,0.09251579,175486.4211,6
The Brothers Johnson,22.28976316,11,0.307464974,0.065757895,257561.3684,3
Gilberto Gil,24.92721929,2,0.286350653,0.113659211,240675.0526,7
Trisha Yearwood,25.48111403,0,0.281990139,0.079055263,215810.5789,12
Testament,23.0994386,11,0.052561234,0.106231579,278623.2105,12
Blues Traveler,27.2496228,7,0.044987672,0.116655263,312476.5263,14
"Evelyn ""Champagne"" King",25.43047368,11,0.042127792,0.076460527,309609.7895,5
Ben Harper,27.67238947,2,0.292843614,0.129867105,243244.1579,9
Dream Theater,27.8025649,4,0.082502727,0.126242106,453479.3158,6
Diana Ross & the Supremes,23.1680307,9,0.179040224,0.130075,173169.7895,2
The Outlaws,26.8244649,9,0.083082945,0.125655264,279357.8421,4
The Young Rascals,24.17202631,2,0.180457968,0.089131579,185058.6842,2
Donell Jones,25.40003071,10,0.079416773,0.123893421,253390,1
Simple Plan,33.31236937,1,0.025381988,0.100293243,216046.973,1
Ramsey Lewis,21.85969009,5,0.388469403,0.137212162,275326.9189,11
Gillian Welch,25.76893784,9,0.404208189,0.093093243,249450.6757,5
Mongo Santamaria,24.24675226,7,0.497045805,0.074308108,257147.0541,14
Diplo,31.46788738,11,0.064063194,0.149813514,197184.1892,1
McCoy Tyner,20.3173964,5,0.639957525,0.108127027,354035.9459,14
Musiq Soulchild,26.08491442,11,0.140682988,0.134301352,284140.5676,2
Damian Marley,25.69585136,7,0.073802076,0.178972973,261853.5135,1
Bastille,28.45354053,9,0.088229589,0.131066217,215701.3514,1
T.S.O.L.,24.78800278,11,0.048143249,0.154533334,159071.0556,1
Jimmy Reed,20.25230556,9,0.378917511,0.086730556,158727.9444,55
Isaac Hayes,22.5020037,5,0.170401188,0.086266667,373931.3333,35
Clay Walker,27.91060186,7,0.065898511,0.087334723,202519.9444,6
Clarence Carter,21.83827777,10,0.214460382,0.132713889,172564.8333,5
Fairport Convention,24.41807408,2,0.27810792,0.090236111,294997.8889,30
Ray LaMontagne,27.58166204,7,0.246174974,0.102138889,269740.8333,2
Less Than Jake,29.90034259,4,0.010039767,0.105183333,164078.5,8
Phoenix,29.41683889,11,0.114642306,0.106013889,218885.1111,3
Jerry Lewis,19.59431389,0,0.346306201,0.113741667,161761.4444,2
Little Jimmy Dickens,23.38975926,4,0.392966791,0.150597222,156227.3333,6
Venom,23.67406204,1,0.044739915,0.166288889,222682.2222,31
Rory Gallagher,24.92073148,2,0.111726609,0.159866667,307016.1667,8
Memphis Slim,17.30600741,0,0.725204167,0.09945,167696.2222,4
Monica,28.18324074,8,0.104018372,0.111847222,269896.7222,11
Aaliyah,27.02764351,9,0.081365802,0.164143056,250966.8889,27
David Gilmour,22.81679629,0,0.195360499,0.110313889,308328.9444,6
Bright Eyes,25.41451203,0,0.1786331,0.110513889,248060.0556,7
Manfred Mann,25.46534259,7,0.147005294,0.170219445,172039.2778,7
Xscape,23.9719324,7,0.098886594,0.121016667,252531.2222,4
The All-American Rejects,30.23987036,0,0.00820664,0.138516667,221475.6111,11
LaVern Baker,20.67824999,1,0.371806406,0.137930556,157729.6667,11
Elis Regina,25.63222361,2,0.358934067,0.113784723,185422.7778,14
Humble Pie,25.56844445,2,0.068479038,0.1523,310085.2778,20
Tyrone Davis,22.13219444,7,0.162954249,0.089452778,260011.8333,6
Desmond Dekker,23.85923149,10,0.292690303,0.094106945,162086,22
Vern Gosdin,21.60625925,2,0.270390643,0.082836112,195165.9444,10
Philip Glass,20.65262547,5,0.872782048,0.084863889,390876.5833,13
The Fray,29.71323148,8,0.146320163,0.1081,245963.5556,3
The Postal Service,29.62273427,0,0.146912778,0.089483334,268931.1667,4
Accept,26.37752778,11,0.025095194,0.153466667,270488.8889,8
Manfred Mann,25.46534259,7,0.147005294,0.170219445,172039.2778,7
Sparks,24.2576381,2,0.135880812,0.128102857,226333.0857,20
Switchfoot,28.09798095,4,0.094163051,0.122412858,253972.8857,3
Garbage,24.6091381,10,0.024788492,0.162774286,246866.4286,3
Billy Strayhorn,15.3486381,7,0.776204572,0.123774286,250953.9143,10
Lou Donaldson,21.04088571,5,0.51091618,0.074738572,407836.6571,6
Nelly Furtado,26.31222381,10,0.098507819,0.120855714,251796.4857,5
Television,24.81099019,9,0.159374875,0.097935294,322548.2353,50
The Fixx,23.86683333,11,0.089154489,0.074655883,263078.8824,6
Bob Wills,22.66108333,7,0.363938889,0.141370589,157598.4412,40
Lakeside,22.14330393,7,0.100860178,0.074435295,352317.5882,1
Country Joe & the Fish,23.46394118,9,0.234899562,0.15637353,242665.7059,3
Gene Chandler,21.54696078,5,0.357460875,0.100788235,158488.2353,10
Gang of Four,27.84225489,11,0.095404356,0.163205883,219116.0588,41
John P. Kee,25.23404412,8,0.135811378,0.246719118,307594.5294,1
Lou Rawls,23.08633186,0,0.303642989,0.150163236,220784.7647,13
